"filename", "language", "CSS", "YAML", "TypeScript", "JSON", "HTML", "XML", "comment", "blank", "total"
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-orders.component.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 6, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-orders.component.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 5, 16
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-orders.module.ts", "TypeScript", 0, 0, 36, 0, 0, 0, 0, 3, 39
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/change-password/change-password.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/change-password/change-password.component.html", "HTML", 0, 0, 0, 0, 21, 0, 0, 5, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/change-password/change-password.component.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 11, 37
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/forgot-password/forgot-password.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/forgot-password/forgot-password.component.html", "HTML", 0, 0, 0, 0, 32, 0, 0, 0, 32
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/forgot-password/forgot-password.component.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 0, 11, 43
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/password-confirmation/password-confirmation.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/password-confirmation/password-confirmation.component.html", "HTML", 0, 0, 0, 0, 26, 0, 0, 1, 27
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/password-confirmation/password-confirmation.component.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 6, 21
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/password-reset-and-confirmation/password-reset-and-confirmation.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/password-reset-and-confirmation/password-reset-and-confirmation.component.html", "HTML", 0, 0, 0, 0, 1, 0, 0, 1, 2
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/password-reset-and-confirmation/password-reset-and-confirmation.component.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 6, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/password-reset-and-confirmation/password-reset-and-confirmation.component.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 5, 16
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/passwordless-auth/passwordless-auth.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/passwordless-auth/passwordless-auth.component.html", "HTML", 0, 0, 0, 0, 43, 0, 2, 5, 50
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/passwordless-auth/passwordless-auth.component.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 6, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/passwordless-auth/passwordless-auth.component.ts", "TypeScript", 0, 0, 56, 0, 0, 0, 3, 22, 81
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/sign-out/sign-out.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/sign-out/sign-out.component.html", "HTML", 0, 0, 0, 0, 19, 0, 0, 2, 21
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/login/sign-out/sign-out.component.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 5, 19
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/models/address.model.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/models/customer.model.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/models/lab-order.model.ts", "TypeScript", 0, 0, 78, 0, 0, 0, 0, 77, 155
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/models/order.model.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/models/preference.model.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 1, 3
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/models/profile.model.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 30
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/models/settings.model.ts", "TypeScript", 0, 0, 337, 0, 0, 0, 0, 87, 424
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/models/test-kit-order.model.ts", "TypeScript", 0, 0, 52, 0, 0, 0, 0, 3, 55
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/models/user.model.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 30
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-filter.pipe.spec.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 2, 9
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-filter.pipe.ts", "TypeScript", 0, 0, 55, 0, 0, 0, 0, 8, 63
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/orders/order-home/order-home.component.css", "CSS", 6, 0, 0, 0, 0, 0, 0, 1, 7
